task_id_list	courier_id	total_score	willingness
T0012	C032	58.198	0.1203
T0012	C033	40.117	0.0974
T0012	C034	60.187	0.1482
T0012	C035	58.334	0.2233
T0012	C036	40.695	0.2036
T0012	C037	60.358	0.1360
T0012	C038	70.157	0.1747
T0012	C039	65.869	0.1571
T0012	C040	64.564	0.1374
T0012	C041	60.207	0.0730
T0012	C042	55.305	0.1429
T0012	C043	37.830	0.2596
T0012	C044	49.282	0.1265
T0012	C045	55.168	0.1298
T0012	C046	56.857	0.1361
T0012	C047	66.890	0.2226
T0012	C048	64.244	0.1135
T0012	C049	61.435	0.1072
T0012	C050	48.368	0.1892
T0012	C051	50.422	0.1055
T0012	C052	61.640	0.1306
T0012	C053	68.177	0.1029
T0012	C054	55.615	0.2273
T0012	C055	73.084	0.1330
T0012	C056	63.006	0.1677
T0012	C057	63.992	0.1682
T0012	C058	52.039	0.2518
T0012	C059	71.962	0.0840
T0012	C060	57.435	0.2126
T0012	C061	74.251	0.1383
T0012	C062	67.616	0.2072
T0012	C063	43.361	0.1177
T0012	C064	74.962	0.1410
T0012	C065	62.418	0.1398
T0012	C066	59.113	0.1101
T0012	C067	46.325	0.1387
T0012	C068	63.731	0.1624
T0012	C069	76.913	0.1151
T0013	C000	53.567	0.1748
T0013	C001	53.405	0.1691
T0013	C002	58.090	0.1750
T0013	C003	59.404	0.1481
T0013	C004	49.529	0.1596
T0013	C005	45.780	0.1995
T0013	C006	55.863	0.0691
T0013	C007	58.148	0.2145
T0013	C008	59.300	0.0875
T0013	C009	49.824	0.1270
T0013	C010	37.211	0.1632
T0013	C011	43.197	0.1363
T0013	C012	43.132	0.2152
T0013	C013	50.082	0.1798
T0013	C014	52.798	0.1633
T0013	C015	57.309	0.1415
T0013	C016	56.328	0.0769
T0013	C017	56.259	0.1734
T0013	C018	54.524	0.0899
T0013	C019	50.420	0.2021
T0013	C020	59.758	0.2121
T0013	C021	51.146	0.1855
T0013	C022	59.838	0.1816
T0013	C023	50.624	0.1787
T0013	C024	52.679	0.2065
T0013	C025	74.692	0.1406
T0013	C026	46.383	0.1562
T0013	C027	38.428	0.1294
T0013	C028	54.373	0.1909
T0013	C029	56.059	0.1579
T0013	C030	56.746	0.1872
T0013	C031	50.077	0.1174
T0013	C032	59.315	0.2169
T0013	C033	38.085	0.1583
T0013	C034	50.727	0.1796
T0013	C035	47.155	0.1022
T0013	C036	47.992	0.1045
T0013	C037	47.882	0.1872
T0013	C038	65.019	0.1886
T0013	C039	63.770	0.1289
T0013	C040	46.502	0.1382
T0013	C041	57.835	0.1632
T0013	C042	49.769	0.1694
T0013	C043	32.692	0.2066
T0013	C044	44.476	0.2043
T0013	C045	58.545	0.1292
T0013	C046	40.667	0.1862
T0013	C047	74.490	0.1074
T0013	C048	52.977	0.1848
T0013	C049	46.133	0.1849
T0013	C050	47.026	0.2132
T0013	C051	44.287	0.1396
T0013	C052	70.459	0.1411
T0013	C053	57.414	0.1386
T0013	C054	49.289	0.2240
T0013	C055	48.949	0.1671
T0013	C056	55.786	0.1735
T0013	C057	54.379	0.0799
T0013	C058	47.312	0.1448
T0013	C059	64.910	0.1425
T0013	C060	60.389	0.1987
T0013	C061	64.557	0.1653
T0013	C062	55.976	0.2079
T0013	C063	56.395	0.2281
T0013	C064	57.526	0.1735
T0013	C065	55.685	0.2387
T0013	C066	55.124	0.1394
T0013	C067	48.473	0.1677
T0013	C068	60.513	0.1028
T0013	C069	71.155	0.1713
T0014	C000	69.612	0.1191
T0014	C001	63.881	0.1462
T0014	C002	72.939	0.1322
T0014	C003	67.673	0.1752
T0014	C004	70.308	0.1159
T0014	C005	60.201	0.1209
T0014	C006	64.167	0.1550
T0014	C007	83.000	0.0978
T0014	C008	74.725	0.1853
T0014	C009	63.010	0.1605
T0014	C010	57.859	0.0806
T0014	C011	59.067	0.1380
T0014	C012	79.421	0.1399
T0014	C013	75.085	0.1233
T0014	C014	75.709	0.1154
T0014	C015	72.763	0.1570
T0014	C016	74.480	0.2156
T0014	C017	73.055	0.1511
T0014	C018	76.582	0.0498
T0014	C019	65.761	0.1124
T0014	C020	67.299	0.1391
T0014	C021	78.652	0.1196
T0014	C022	84.882	0.0855
T0014	C023	87.255	0.0780
T0014	C024	79.674	0.1310
T0014	C025	82.435	0.1019
T0014	C026	78.852	0.1975
T0014	C027	56.789	0.1803
T0014	C028	68.012	0.1664
T0014	C029	73.837	0.1564
T0014	C030	80.039	0.1233
T0014	C031	79.119	0.0928
T0014	C032	84.194	0.1478
T0014	C033	68.791	0.1398
T0014	C034	63.070	0.1487
T0014	C035	68.712	0.1488
T0014	C036	67.778	0.1938
T0014	C037	60.539	0.1790
T0014	C038	81.531	0.0989
T0014	C039	80.209	0.1201
T0014	C040	66.485	0.1241
T0014	C041	77.059	0.1477
T0014	C042	70.898	0.1015
T0014	C043	47.139	0.1814
T0014	C044	46.634	0.1112
T0014	C045	73.432	0.1755
T0014	C046	68.103	0.1944
T0014	C047	89.531	0.0982
T0014	C048	53.937	0.1337
T0014	C049	73.523	0.1093
T0014	C050	51.114	0.2568
T0014	C051	60.676	0.1703
T0014	C052	79.377	0.0491
T0014	C053	94.804	0.0791
T0014	C054	69.361	0.1229
T0014	C055	74.088	0.2477
T0014	C056	72.196	0.0869
T0014	C057	77.081	0.0711
T0014	C058	58.379	0.2170
T0014	C059	87.808	0.1256
T0014	C060	73.786	0.1652
T0014	C061	91.648	0.1158
T0014	C062	68.008	0.0754
T0014	C063	67.528	0.1445
T0014	C064	67.091	0.1251
T0014	C065	82.664	0.0625
T0014	C066	74.375	0.2273
T0014	C067	75.458	0.1367
T0014	C068	77.569	0.1273
T0014	C069	86.402	0.1455
T0015	C000	73.921	0.1914
T0015	C001	45.215	0.1312
T0015	C002	77.809	0.1442
T0015	C003	78.167	0.0723
T0015	C004	70.805	0.1719
T0015	C005	82.299	0.1666
T0015	C006	96.182	0.0452
T0015	C007	84.394	0.2298
T0015	C008	60.475	0.0522
T0015	C009	68.207	0.1891
T0015	C010	51.555	0.1782
T0015	C011	61.670	0.1860
T0015	C012	76.235	0.1317
T0015	C013	70.365	0.1235
T0015	C014	65.891	0.1879
T0015	C015	74.206	0.0872
T0015	C016	64.494	0.1502
T0015	C017	103.976	0.1204
T0015	C018	82.195	0.1516
T0015	C019	85.513	0.0835
T0015	C020	71.885	0.1393
T0015	C021	73.096	0.1972
T0015	C022	85.306	0.1250
T0015	C023	79.992	0.1267
T0015	C024	67.214	0.1866
T0015	C025	67.779	0.1546
T0015	C026	85.960	0.1243
T0015	C027	70.545	0.1650
T0015	C028	70.524	0.1943
T0015	C029	79.369	0.1938
T0015	C030	59.331	0.1090
T0015	C031	61.136	0.2133
T0015	C032	74.756	0.1904
T0015	C033	74.546	0.1666
T0015	C034	50.948	0.1310
T0015	C035	81.712	0.1391
T0015	C036	70.724	0.2268
T0015	C037	55.403	0.2409
T0015	C038	60.103	0.1904
T0015	C039	87.252	0.1760
T0015	C040	81.256	0.0841
T0015	C041	73.345	0.0913
T0015	C042	61.493	0.1041
T0015	C043	57.895	0.2203
T0015	C044	70.338	0.1339
T0015	C045	62.099	0.1429
T0015	C046	69.815	0.1157
T0015	C047	75.383	0.2024
T0015	C048	69.767	0.0666
T0015	C049	88.317	0.0731
T0015	C050	75.044	0.1502
T0015	C051	76.521	0.1103
T0015	C052	56.845	0.1203
T0015	C053	85.710	0.1132
T0015	C054	51.012	0.1797
T0015	C055	87.028	0.1902
T0015	C056	73.143	0.1585
T0015	C057	81.299	0.0763
T0015	C058	69.047	0.0913
T0015	C059	92.723	0.1717
T0015	C060	84.729	0.1474
T0015	C061	70.839	0.1620
T0015	C062	68.698	0.1126
T0015	C063	69.728	0.1547
T0015	C064	89.519	0.0615
T0015	C065	72.958	0.1239
T0015	C066	70.246	0.1997
T0015	C067	57.953	0.2175
T0015	C068	76.042	0.1585
T0015	C069	71.208	0.1732
T0016	C000	55.625	0.1443
T0016	C001	27.921	0.1608
T0016	C002	54.338	0.1722
T0016	C003	39.678	0.2318
T0016	C004	59.879	0.1876
T0016	C005	47.827	0.1994
T0016	C006	54.123	0.1012
T0016	C007	51.391	0.1791
T0016	C008	41.644	0.1272
T0016	C009	45.587	0.1838
T0016	C010	45.102	0.1157
T0016	C011	34.849	0.1975
T0016	C012	60.465	0.1970
T0016	C013	48.623	0.1079
T0016	C014	36.734	0.2237
T0016	C015	53.883	0.2051
T0016	C016	47.387	0.1885
T0016	C017	78.471	0.0913
T0016	C018	51.474	0.0950
T0016	C019	55.949	0.0968
T0016	C020	46.255	0.1226
T0016	C021	57.338	0.1563
T0016	C022	62.969	0.1549
T0016	C023	54.410	0.1785
T0016	C024	44.148	0.1704
T0016	C025	47.737	0.1342
T0016	C026	68.899	0.1133
T0016	C027	48.720	0.0981
T0016	C028	55.622	0.1684
T0016	C029	44.863	0.1302
T0016	C030	43.754	0.1538
T0016	C031	39.608	0.1342
T0016	C032	50.723	0.1756
T0016	C033	49.822	0.1524
T0016	C034	41.393	0.1943
T0016	C035	58.872	0.0898
T0016	C036	38.951	0.2226
T0016	C037	37.695	0.1466
T0016	C038	56.134	0.1465
T0016	C039	64.375	0.1878
T0016	C040	46.408	0.2048
T0016	C041	56.419	0.0808
T0016	C042	28.614	0.1470
T0016	C043	38.750	0.2590
T0016	C044	55.871	0.1154
T0016	C045	50.164	0.1949
T0016	C046	49.620	0.1593
T0016	C047	67.707	0.2088
T0016	C048	43.269	0.1592
T0016	C049	53.521	0.1739
T0016	C050	47.303	0.1174
T0016	C051	48.109	0.1565
T0016	C052	53.224	0.1392
T0016	C053	67.597	0.1386
T0016	C054	30.433	0.2499
T0016	C055	53.871	0.1567
T0016	C056	58.971	0.1760
T0016	C057	51.559	0.1910
T0016	C058	48.510	0.1729
T0016	C059	62.440	0.2022
T0016	C060	67.967	0.2152
T0016	C061	56.098	0.2193
T0016	C062	44.804	0.1123
T0016	C063	61.114	0.1523
T0016	C064	61.748	0.1355
T0016	C065	52.194	0.1925
T0016	C066	54.892	0.1413
T0016	C067	50.566	0.1540
T0016	C068	63.923	0.1445
T0016	C069	61.383	0.1189
T0017	C000	29.036	0.1154
T0017	C001	49.201	0.1812
T0017	C002	48.931	0.1740
T0017	C003	52.232	0.1445
T0017	C004	42.874	0.1476
T0017	C005	36.096	0.1902
T0017	C006	51.360	0.1013
T0017	C007	40.064	0.2137
T0017	C008	59.890	0.1349
T0017	C009	46.510	0.2093
T0017	C010	45.578	0.0884
T0017	C011	46.696	0.1372
T0017	C012	38.595	0.1567
T0017	C013	45.507	0.1649
T0017	C014	57.165	0.1159
T0017	C015	46.479	0.1159
T0017	C016	56.975	0.2191
T0017	C017	43.899	0.1260
T0017	C018	53.681	0.1073
T0017	C019	40.549	0.2125
T0017	C020	49.934	0.1644
T0017	C021	50.706	0.2432
T0017	C022	62.039	0.1502
T0017	C023	42.551	0.2470
T0017	C024	59.386	0.1764
T0017	C025	74.861	0.1582
T0017	C026	57.830	0.1907
T0017	C027	21.886	0.1286
T0017	C028	46.305	0.2154
T0017	C029	57.920	0.1302
T0017	C030	51.661	0.0957
T0017	C031	62.274	0.1559
T0017	C032	56.000	0.1219
T0017	C033	19.161	0.1429
T0017	C034	43.648	0.1626
T0017	C035	32.237	0.1360
T0017	C036	48.466	0.1786
T0017	C037	32.739	0.1705
T0017	C038	68.747	0.0866
T0017	C039	38.018	0.2070
T0017	C040	40.623	0.1947
T0017	C041	62.025	0.1947
T0017	C042	44.846	0.1054
T0017	C043	41.797	0.1887
T0017	C044	31.854	0.1080
T0017	C045	61.784	0.1870
T0017	C046	41.469	0.1857
T0017	C047	69.141	0.2107
T0017	C048	43.964	0.1659
T0017	C049	45.772	0.2322
T0017	C050	17.723	0.2516
T0017	C051	34.372	0.1996
T0017	C052	71.248	0.0655
T0017	C053	65.575	0.2156
T0017	C054	49.616	0.2782
T0017	C055	59.359	0.1871
T0017	C056	49.483	0.2025
T0017	C057	66.706	0.0993
T0017	C058	38.401	0.0879
T0017	C059	54.147	0.1639
T0017	C060	42.879	0.1408
T0017	C061	78.019	0.1736
T0017	C062	47.199	0.1693
T0017	C063	55.309	0.1745
T0017	C064	45.111	0.1570
T0017	C065	60.843	0.1600
T0017	C066	51.147	0.1806
T0017	C067	44.550	0.1553
T0017	C068	68.860	0.1382
T0017	C069	62.641	0.2097
T0018	C000	27.159	0.1738
T0018	C001	39.955	0.2263
T0018	C002	47.908	0.1805
T0018	C003	30.190	0.2173
T0018	C004	23.907	0.1893
T0018	C005	30.530	0.1862
T0018	C006	28.852	0.0772
T0018	C007	44.275	0.2287
T0018	C008	36.971	0.1230
T0018	C009	26.043	0.2134
T0018	C010	13.109	0.1295
T0018	C011	17.801	0.2667
T0018	C012	29.960	0.2391
T0018	C013	38.329	0.1428
T0018	C014	22.555	0.1526
T0018	C015	30.150	0.0990
T0018	C016	35.645	0.1373
T0018	C017	33.471	0.2128
T0018	C018	30.863	0.1248
T0018	C019	28.043	0.1750
T0018	C020	16.485	0.1611
T0018	C021	21.141	0.1434
T0018	C022	36.229	0.1550
T0018	C023	30.574	0.2229
T0018	C024	33.340	0.1708
T0018	C025	43.110	0.2113
T0018	C026	42.550	0.1380
T0018	C027	10.436	0.1893
T0018	C028	16.539	0.2097
T0018	C029	22.007	0.1399
T0018	C030	20.937	0.1764
T0018	C031	30.589	0.2184
T0018	C032	36.345	0.1954
T0018	C033	24.940	0.2537
T0018	C034	27.124	0.1162
T0018	C035	30.410	0.1931
T0018	C036	32.055	0.1757
T0018	C037	14.113	0.2215
T0018	C038	32.574	0.1858
T0018	C039	45.323	0.2420
T0018	C040	21.743	0.1919
T0018	C041	33.231	0.1540
T0018	C042	23.648	0.1441
T0018	C043	5.410	0.2070
T0018	C044	13.832	0.2401
T0018	C045	29.680	0.1712
T0018	C046	28.472	0.1787
T0018	C047	39.715	0.2330
T0018	C048	25.027	0.2192
T0018	C049	22.166	0.1155
T0018	C050	27.539	0.1785
T0018	C051	17.238	0.1620
T0018	C052	36.656	0.1811
T0018	C053	43.856	0.1292
T0018	C054	21.476	0.2058
T0018	C055	31.536	0.1986
T0018	C056	33.122	0.1721
T0018	C057	26.886	0.2165
T0018	C058	24.759	0.1621
T0018	C059	44.720	0.2123
T0018	C060	40.677	0.1453
T0018	C061	45.768	0.1712
T0018	C062	32.598	0.1920
T0018	C063	34.223	0.2250
T0018	C064	47.610	0.2025
T0018	C065	32.786	0.1277
T0018	C066	33.202	0.2084
T0018	C067	26.165	0.1822
T0018	C068	40.559	0.1584
T0018	C069	36.221	0.1855
T0019	C000	37.101	0.1970
T0019	C001	51.174	0.1560
T0019	C002	59.578	0.1938
T0019	C003	56.651	0.1856
T0019	C004	44.555	0.1129
T0019	C005	59.419	0.1665
T0019	C006	65.986	0.1371
T0019	C007	62.353	0.1928
T0019	C008	50.550	0.1162
T0019	C009	49.891	0.1221
T0019	C010	43.507	0.1189
T0019	C011	48.456	0.1895
T0019	C012	40.037	0.1326
T0019	C013	48.518	0.1090
T0019	C014	85.622	0.1719
T0019	C015	45.794	0.2022
T0019	C016	65.384	0.1309
T0019	C017	51.450	0.1798
T0019	C018	60.440	0.1324
T0019	C019	56.692	0.0688
T0019	C020	66.304	0.1037
T0019	C021	60.437	0.1896
T0019	C022	60.140	0.0731
T0019	C023	48.322	0.1268
T0019	C024	77.769	0.1092
T0019	C025	77.810	0.1843
T0019	C026	51.454	0.1348
T0019	C027	54.879	0.1125
T0019	C028	66.785	0.1201
T0019	C029	61.270	0.1408
T0019	C030	60.594	0.2226
T0019	C031	56.374	0.1665
T0019	C032	75.415	0.1745
T0019	C033	48.767	0.1265
T0019	C034	64.887	0.1768
T0019	C035	48.881	0.1136
T0019	C036	55.963	0.1109
T0019	C037	51.352	0.1963
T0019	C038	66.633	0.2254
T0019	C039	50.118	0.1486
T0019	C040	53.756	0.1895
T0019	C041	67.107	0.1288
T0019	C042	67.959	0.1163
T0019	C043	44.304	0.2377
T0019	C044	50.617	0.1159
T0019	C045	52.560	0.0982
T0019	C046	40.088	0.1071
T0019	C047	68.941	0.1939
T0019	C048	51.890	0.1899
T0019	C049	65.246	0.1658
T0019	C050	42.968	0.2260
T0019	C051	42.024	0.1337
T0019	C052	56.396	0.1366
T0019	C053	58.392	0.1080
T0019	C054	57.322	0.1495
T0019	C055	59.476	0.1506
T0019	C056	69.484	0.1619
T0019	C057	67.007	0.1733
T0019	C058	49.876	0.1838
T0019	C059	57.853	0.1198
T0019	C060	46.592	0.2330
T0019	C061	88.108	0.1996
T0019	C062	84.184	0.1666
T0019	C063	51.227	0.1964
T0019	C064	65.373	0.1003
T0019	C065	57.750	0.1188
T0019	C066	41.667	0.1994
T0019	C067	54.283	0.1378
T0019	C068	61.686	0.1158
T0019	C069	66.112	0.1410
T0020	C000	54.159	0.1130
T0020	C001	46.924	0.1726
T0020	C002	54.792	0.2080
T0020	C003	55.613	0.0894
T0020	C004	42.030	0.1728
T0020	C005	67.374	0.2232
T0020	C006	84.899	0.1049
T0020	C007	49.982	0.2198
T0020	C008	54.418	0.1118
T0020	C009	48.696	0.2425
T0020	C010	47.006	0.1230
T0020	C011	43.874	0.1792
T0020	C012	69.937	0.1609
T0020	C013	58.611	0.1642
T0020	C014	68.077	0.1393
T0020	C015	54.723	0.1792
T0020	C016	67.641	0.1072
T0020	C017	85.411	0.1872
T0020	C018	57.446	0.0745
T0020	C019	69.023	0.0768
T0020	C020	67.616	0.1770
T0020	C021	66.221	0.1655
T0020	C022	60.297	0.1253
T0020	C023	64.788	0.1171
T0020	C024	79.262	0.1102
T0020	C025	90.414	0.2296
T0020	C026	64.036	0.1548
T0020	C027	49.467	0.1581
T0020	C028	76.342	0.1524
T0020	C029	74.119	0.1100
T0020	C030	55.397	0.1370
T0020	C031	60.428	0.1626
T0020	C032	85.107	0.1910
T0020	C033	66.629	0.2307
T0020	C034	63.189	0.1156
T0020	C035	69.390	0.0729
T0020	C036	47.772	0.1154
T0020	C037	65.527	0.2112
T0020	C038	64.239	0.0885
T0020	C039	66.454	0.1515
T0020	C040	78.537	0.1360
T0020	C041	64.080	0.1522
T0020	C042	74.140	0.1577
T0020	C043	48.552	0.2003
T0020	C044	50.459	0.1675
T0020	C045	56.128	0.1671
T0020	C046	54.807	0.1556
T0020	C047	71.084	0.1973
T0020	C048	57.284	0.1642
T0020	C049	78.953	0.1746
T0020	C050	70.724	0.1730
T0020	C051	67.929	0.1824
T0020	C052	72.532	0.0957
T0020	C053	76.299	0.1011
T0020	C054	59.024	0.2717
T0020	C055	68.261	0.1323
T0020	C056	73.660	0.1400
T0020	C057	75.861	0.1487
T0020	C058	53.972	0.1211
T0020	C059	64.008	0.1691
T0020	C060	53.652	0.1677
T0020	C061	65.615	0.1905
T0020	C062	81.979	0.0928
T0020	C063	55.093	0.2202
T0020	C064	74.981	0.1189
T0020	C065	62.747	0.1378
T0020	C066	63.818	0.1645
T0020	C067	51.802	0.1662
T0020	C068	69.966	0.2052
T0020	C069	66.452	0.0642
T0021	C000	57.503	0.1360
T0021	C001	44.357	0.2413
T0021	C002	46.792	0.1476
T0021	C003	69.454	0.0881
T0021	C004	68.949	0.1281
T0021	C005	56.270	0.0941
T0021	C006	62.401	0.1304
T0021	C007	54.617	0.1263
T0021	C008	42.353	0.0811
T0021	C009	43.024	0.1634
T0021	C010	41.629	0.1744
T0021	C011	42.937	0.1175
T0021	C012	57.438	0.1447
T0021	C013	53.250	0.1055
T0021	C014	52.398	0.1120
T0021	C015	54.664	0.1131
T0021	C016	44.601	0.1810
T0021	C017	75.448	0.0877
T0021	C018	57.454	0.1420
T0021	C019	68.769	0.1295
T0021	C020	53.424	0.1388
T0021	C021	67.720	0.1809
T0021	C022	71.319	0.0663
T0021	C023	56.203	0.1914
T0021	C024	67.163	0.1706
T0021	C025	61.748	0.2164
T0021	C026	60.967	0.1100
T0021	C027	49.525	0.1402
T0021	C028	39.797	0.1383
T0021	C029	56.888	0.0851
T0021	C030	48.734	0.1496
T0021	C031	46.259	0.2128
T0021	C032	56.140	0.1532
T0021	C033	59.716	0.1076
T0021	C034	29.954	0.1557
T0021	C035	52.195	0.1549
T0021	C036	41.316	0.1106
T0021	C037	51.120	0.2184
T0021	C038	45.195	0.1779
T0021	C039	65.050	0.2254
T0021	C040	54.498	0.1422
T0021	C041	47.345	0.0847
T0021	C042	48.157	0.2363
T0021	C043	35.094	0.2633
T0021	C044	55.121	0.1679
T0021	C045	46.586	0.2222
T0021	C046	49.165	0.1946
T0021	C047	58.291	0.2406
T0021	C048	60.542	0.1025
T0021	C049	67.797	0.2413
T0021	C050	62.047	0.1209
T0021	C051	44.622	0.1597
T0021	C052	51.242	0.1807
T0021	C053	71.891	0.2270
T0021	C054	38.156	0.1463
T0021	C055	68.024	0.1789
T0021	C056	59.472	0.0891
T0021	C057	58.821	0.1411
T0021	C058	48.170	0.1538
T0021	C059	72.039	0.1588
T0021	C060	62.867	0.1437
T0021	C061	53.007	0.2435
T0021	C062	60.539	0.1146
T0021	C063	60.938	0.1930
T0021	C064	65.644	0.2026
T0021	C065	45.527	0.1993
T0021	C066	70.162	0.0938
T0021	C067	43.790	0.1594
T0021	C068	58.255	0.1944
T0021	C069	61.797	0.1598
T0022	C000	31.818	0.2170
T0022	C001	49.906	0.1536
T0022	C002	45.746	0.2212
T0022	C003	34.311	0.1630
T0022	C004	39.105	0.1774
T0022	C005	29.125	0.2617
T0022	C006	41.687	0.1909
T0022	C007	37.307	0.2432
T0022	C008	47.207	0.1725
T0022	C009	40.657	0.0959
T0022	C010	37.566	0.1802
T0022	C011	30.763	0.2308
T0022	C012	40.962	0.1476
T0022	C013	45.006	0.1490
T0022	C014	38.447	0.1673
T0022	C015	36.370	0.1328
T0022	C016	52.384	0.1135
T0022	C017	36.998	0.1601
T0022	C018	57.278	0.1423
T0022	C019	36.172	0.1127
T0022	C020	48.832	0.2410
T0022	C021	45.905	0.1764
T0022	C022	56.308	0.1359
T0022	C023	37.884	0.1889
T0022	C024	51.276	0.1019
T0022	C025	70.412	0.1536
T0022	C026	43.796	0.1997
T0022	C027	28.785	0.1173
T0022	C028	43.168	0.1890
T0022	C029	40.435	0.1658
T0022	C030	52.118	0.1558
T0022	C031	52.950	0.1969
T0022	C032	53.401	0.1965
T0022	C033	23.665	0.1142
T0022	C034	37.056	0.1603
T0022	C035	25.649	0.1829
T0022	C036	47.279	0.0719
T0022	C037	37.902	0.1825
T0022	C038	49.733	0.2411
T0022	C039	45.645	0.1629
T0022	C040	35.798	0.1856
T0022	C041	66.369	0.1611
T0022	C042	39.583	0.1430
T0022	C043	35.382	0.1803
T0022	C044	29.516	0.1108
T0022	C045	58.308	0.0965
T0022	C046	42.096	0.2151
T0022	C047	54.956	0.1865
T0022	C048	27.807	0.2259
T0022	C049	55.392	0.1675
T0022	C050	29.734	0.1376
T0022	C051	32.722	0.1862
T0022	C052	59.155	0.0728
T0022	C053	59.976	0.1049
T0022	C054	53.751	0.2447
T0022	C055	51.122	0.1962
T0022	C056	35.125	0.1288
T0022	C057	52.370	0.0933
T0022	C058	41.117	0.1284
T0022	C059	51.274	0.1029
T0022	C060	49.048	0.2459
T0022	C061	53.899	0.2200
T0022	C062	45.706	0.1909
T0022	C063	41.568	0.1626
T0022	C064	48.486	0.1738
T0022	C065	58.602	0.1791
T0022	C066	40.029	0.2412
T0022	C067	49.247	0.1891
T0022	C068	49.902	0.1755
T0022	C069	61.207	0.1943
T0023	C000	36.766	0.0647
T0023	C001	45.659	0.2054
T0023	C002	51.950	0.1672
T0023	C003	57.682	0.1224
T0023	C004	48.620	0.1380
T0023	C005	51.394	0.1973
T0023	C006	72.596	0.1579
T0023	C007	30.789	0.2266
T0023	C008	50.493	0.1763
T0023	C009	44.594	0.0809
T0023	C010	55.144	0.1737
T0023	C011	40.434	0.2090
T0023	C012	39.656	0.2036
T0023	C013	38.867	0.1155
T0023	C014	59.148	0.1173
T0023	C015	57.575	0.1026
T0023	C016	51.140	0.1972
T0023	C017	68.200	0.1163
T0023	C018	45.090	0.1469
T0023	C019	64.620	0.0837
T0023	C020	62.596	0.1834
T0023	C021	56.134	0.1760
T0023	C022	43.894	0.0676
T0023	C023	50.717	0.1972
T0023	C024	78.642	0.1271
T0023	C025	74.649	0.1889
T0023	C026	57.093	0.1698
T0023	C027	54.302	0.1658
T0023	C028	65.219	0.1574
T0023	C029	72.846	0.1252
T0023	C030	65.114	0.0561
T0023	C031	49.590	0.2060
T0023	C032	84.218	0.0592
T0023	C033	41.043	0.2142
T0023	C034	57.447	0.1206
T0023	C035	45.297	0.1907
T0023	C036	50.896	0.1979
T0023	C037	56.946	0.1875
T0023	C038	60.159	0.2137
T0023	C039	37.883	0.1513
T0023	C040	70.787	0.1401
T0023	C041	47.005	0.1544
T0023	C042	61.333	0.1111
T0023	C043	48.267	0.1718
T0023	C044	49.898	0.1744
T0023	C045	42.344	0.2106
T0023	C046	61.596	0.1881
T0023	C047	56.748	0.2353
T0023	C048	57.970	0.1684
T0023	C049	64.487	0.0969
T0023	C050	41.974	0.1692
T0023	C051	40.668	0.1445
T0023	C052	67.121	0.1406
T0023	C053	52.342	0.1072
T0023	C054	65.522	0.1878
T0023	C055	37.138	0.1632
T0023	C056	70.004	0.1728
T0023	C057	73.032	0.1189
T0023	C058	52.627	0.0892
T0023	C059	49.429	0.1909
T0023	C060	26.517	0.2231
T0023	C061	62.909	0.1489
T0023	C062	63.436	0.1504
T0023	C063	46.580	0.1558
T0023	C064	59.265	0.1783
T0023	C065	71.475	0.0766
T0023	C066	48.392	0.1696
T0023	C067	50.251	0.1716
T0023	C068	54.419	0.2170
T0023	C069	58.540	0.1194
T0024	C000	57.926	0.0522
T0024	C001	36.388	0.2185
T0024	C002	53.903	0.1856
T0024	C003	59.069	0.1617
T0024	C004	59.558	0.1655
T0024	C005	35.719	0.1755
T0024	C006	50.798	0.1651
T0024	C007	57.049	0.2278
T0024	C008	36.310	0.1384
T0024	C009	47.143	0.1753
T0024	C010	50.831	0.1577
T0024	C011	50.403	0.1995
T0024	C012	49.384	0.1948
T0024	C013	52.264	0.1332
T0024	C014	31.827	0.2263
T0024	C015	62.228	0.0879
T0024	C016	43.203	0.0830
T0024	C017	56.437	0.0796
T0024	C018	43.503	0.0923
T0024	C019	65.165	0.1344
T0024	C020	60.027	0.2057
T0024	C021	53.459	0.1920
T0024	C022	63.266	0.1521
T0024	C023	65.122	0.1050
T0024	C024	42.493	0.1853
T0024	C025	37.419	0.1896
T0024	C026	74.461	0.1749
T0024	C027	39.910	0.1077
T0024	C028	38.555	0.2428
T0024	C029	42.553	0.1666
T0024	C030	41.188	0.1467
T0024	C031	31.889	0.1485
T0024	C032	36.166	0.2194
T0024	C033	48.231	0.0871
T0024	C034	36.797	0.2277
T0024	C035	55.129	0.2207
T0024	C036	34.017	0.1942
T0024	C037	33.041	0.2446
T0024	C038	48.013	0.0764
T0024	C039	70.547	0.1480
T0024	C040	38.447	0.2372
T0024	C041	45.847	0.0808
T0024	C042	34.153	0.1737
T0024	C043	37.554	0.1820
T0024	C044	48.431	0.0852
T0024	C045	54.183	0.2096
T0024	C046	61.769	0.1475
T0024	C047	66.168	0.1578
T0024	C048	50.983	0.1119
T0024	C049	62.820	0.0982
T0024	C050	38.503	0.2015
T0024	C051	44.944	0.1522
T0024	C052	47.132	0.1318
T0024	C053	67.307	0.1112
T0024	C054	41.253	0.2325
T0024	C055	65.709	0.1796
T0024	C056	37.608	0.2378
T0024	C057	40.301	0.1236
T0024	C058	51.889	0.1857
T0024	C059	68.067	0.1968
T0024	C060	57.749	0.1720
T0024	C061	43.524	0.2499
T0024	C062	32.817	0.1956
T0024	C063	53.859	0.1550
T0024	C064	65.737	0.1604
